program,sub_program,district_name,campus_id,campus,year,demog,subject,proficiency,rate
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2015,asian,soc_stud,approaches,97
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2015,asian,science,meets,28
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2015,asian,science,approaches,71
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2015,asian,soc_stud,meets,60
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2015,asian,soc_stud,approaches,104
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2015,asian,science,meets,26
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2015,asian,science,approaches,69
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2015,asian,soc_stud,meets,28
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2015,asian,soc_stud,approaches,96
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2015,asian,science,meets,26
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2015,asian,science,approaches,67
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2015,asian,soc_stud,meets,91
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2015,asian,soc_stud,approaches,105
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2015,asian,science,meets,26
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2015,asian,science,approaches,70
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2015,asian,soc_stud,meets,38
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2015,asian,soc_stud,approaches,94
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2015,asian,science,meets,18
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2015,asian,science,approaches,55
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2015,asian,soc_stud,approaches,85
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2015,asian,science,meets,17
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2015,asian,science,approaches,51
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2015,asian,science,meets,48
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2015,asian,science,approaches,79
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2015,asian,science,meets,28
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2015,asian,science,approaches,66
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2015,asian,science,meets,27
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2015,asian,science,approaches,54
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2015,asian,science,meets,38
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2015,asian,science,approaches,79
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2015,asian,science,meets,30
Teams,Teams 1,DALLAS ISD,57905119,WILLIAM L CABELL EL,2015,asian,science,approaches,65
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2015,asian,science,meets,44
ALP,C4,DALLAS ISD,57905125,CASA VIEW EL,2015,asian,science,approaches,78
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2015,asian,science,meets,36
Alumni Network,NULL,DALLAS ISD,57905129,S S CONNER EL,2015,asian,science,approaches,64
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2015,asian,science,meets,57
Alumni Network,NULL,DALLAS ISD,57905135,EVERETTE LEE DEGOLYER EL,2015,asian,science,approaches,86
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2015,asian,science,meets,39
ALP,C4,DALLAS ISD,57905145,STEPHEN C FOSTER EL,2015,asian,science,approaches,76
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2015,asian,science,meets,50
ALP,C4,DALLAS ISD,57905148,TOM C GOOCH EL,2015,asian,science,approaches,89
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2015,asian,science,meets,35
Alumni Network,NULL,DALLAS ISD,57905149,LENORE KIRK HALL EL,2015,asian,science,approaches,78
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2015,asian,science,meets,67
Teams,Teams 2,DALLAS ISD,57905153,VICTOR H HEXTER EL,2015,asian,science,approaches,92
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2015,asian,science,meets,38
Teams,Teams 1,DALLAS ISD,57905154,LARRY G SMITH EL,2015,asian,science,approaches,79
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2015,asian,science,meets,32
Teams,Teams 2,DALLAS ISD,57905156,NATHANIEL HAWTHORNE EL,2015,asian,science,approaches,74
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2015,asian,science,meets,30
Teams,Teams 1,DALLAS ISD,57905163,ALBERT SIDNEY JOHNSTON EL,2015,asian,science,approaches,68
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2015,asian,science,meets,32
Teams,Teams 1,DALLAS ISD,57905166,EDWIN J KIEST EL,2015,asian,science,approaches,78
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2015,asian,science,meets,87
ALP,C4,DALLAS ISD,57905171,LAKEWOOD EL,2015,asian,science,approaches,103
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2015,asian,science,meets,18
Teams,Teams 1,DALLAS ISD,57905175,UMPHREY LEE EL,2015,asian,science,approaches,50
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2015,asian,science,meets,36
Teams,Teams 2,DALLAS ISD,57905181,MAPLE LAWN EL,2015,asian,science,approaches,77
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2015,asian,science,meets,53
Teams,Teams 1,DALLAS ISD,57905184,BEN MILAM EL,2015,asian,science,approaches,92
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2015,asian,science,meets,42
Alumni Network,NULL,DALLAS ISD,57905195,PRESTON HOLLOW EL,2015,asian,science,approaches,84
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2015,asian,science,meets,31
Teams,Teams 1,DALLAS ISD,57905197,JOHN H REAGAN EL,2015,asian,science,approaches,70
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2015,asian,science,meets,27
Alumni Network,NULL,DALLAS ISD,57905202,ORAN M ROBERTS EL,2015,asian,science,approaches,62
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2015,asian,science,meets,46
Alumni Network,NULL,DALLAS ISD,57905203,DAN D ROGERS EL,2015,asian,science,approaches,88
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2015,asian,science,meets,36
Teams,Teams 1,DALLAS ISD,57905205,CLINTON P RUSSELL EL,2015,asian,science,approaches,62
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2015,asian,science,meets,27
Teams,Teams 2,DALLAS ISD,57905207,SAN JACINTO EL,2015,asian,science,approaches,65
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2015,asian,science,meets,45
Alumni Network,NULL,DALLAS ISD,57905209,ASCHER SILBERSTEIN EL,2015,asian,science,approaches,84
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2015,asian,science,meets,54
Alumni Network,NULL,DALLAS ISD,57905210,LESLIE A STEMMONS EL,2015,asian,science,approaches,86
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2015,asian,science,meets,22
Alumni Network,NULL,DALLAS ISD,57905220,MARK TWAIN LEADERSHIP VANGUARD,2015,asian,science,approaches,58
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2015,asian,science,meets,25
Alumni Network,NULL,DALLAS ISD,57905225,DANIEL WEBSTER EL,2015,asian,science,approaches,59
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2015,asian,science,meets,46
Alumni Network,NULL,DALLAS ISD,57905229,WINNETKA EL,2015,asian,science,approaches,83
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2015,asian,science,meets,27
Teams,Teams 1,DALLAS ISD,57905235,BIRDIE ALEXANDER EL,2015,asian,science,approaches,72
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2015,asian,science,meets,24
Teams,Teams 2,DALLAS ISD,57905236,NANCY J COCHRAN EL,2015,asian,science,approaches,60
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2015,asian,science,meets,28
Teams,Teams 2,DALLAS ISD,57905250,WHITNEY M YOUNG JR EL,2015,asian,science,approaches,70
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2015,asian,science,meets,22
Alumni Network,NULL,DALLAS ISD,57905269,ONESIMO HERNANDEZ EL,2015,asian,science,approaches,62
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2015,asian,science,meets,36
Teams,Teams 1,DALLAS ISD,57905273,PLEASANT GROVE EL,2015,asian,science,approaches,70
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2015,asian,science,meets,24
ALP,C4,DALLAS ISD,57905278,LEONIDES GONZALEZ CIGARROA MD EL,2015,asian,science,approaches,63
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2015,asian,science,meets,33
Teams,Teams 2,DALLAS ISD,57905287,CELESTINO MAURICIO SOTO JR EL,2015,asian,science,approaches,63
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2015,asian,science,meets,40
ALP,C4,DALLAS ISD,57905304,GEORGE HERBERT WALKER BUSH EL,2015,asian,science,approaches,82
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2015,asian,soc_stud,meets,46
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2015,asian,soc_stud,approaches,96
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2015,asian,science,meets,28
Alumni Network,NULL,DALLAS ISD,57905353,ANN RICHARDS MIDDLE,2015,asian,science,approaches,73
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2015,asian,soc_stud,meets,97
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2015,asian,soc_stud,approaches,105
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2015,asian,science,meets,22
Teams,Teams 1,FORT WORTH ISD,220905045,FOREST OAK MIDDLE,2015,asian,science,approaches,64
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2015,asian,soc_stud,meets,76
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2015,asian,soc_stud,approaches,103
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2015,asian,science,meets,51
Teams,Teams 1,FORT WORTH ISD,220905058,STRIPLING MIDDLE,2015,asian,science,approaches,91
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2015,asian,soc_stud,meets,77
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2015,asian,soc_stud,approaches,105
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2015,asian,science,meets,24
Teams,Teams 1,FORT WORTH ISD,220905059,J MARTIN JACQUET MIDDLE,2015,asian,science,approaches,63
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2015,asian,soc_stud,meets,76
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2015,asian,soc_stud,approaches,97
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2015,asian,science,meets,53
Teams,Teams 1,FORT WORTH ISD,220905071,BENBROOK MIDDLE/HIGH SCHOOL,2015,asian,science,approaches,90
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2015,asian,science,meets,26
Teams,Teams 1,FORT WORTH ISD,220905105,WEST HANDLEY EL,2015,asian,science,approaches,66
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2015,asian,science,meets,20
Teams,Teams 1,FORT WORTH ISD,220905117,COMO EL,2015,asian,science,approaches,54
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2015,asian,science,meets,29
Teams,Teams 1,FORT WORTH ISD,220905120,RUFINO MENDOZA SR EL,2015,asian,science,approaches,62
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2015,asian,science,meets,18
Teams,Teams 1,FORT WORTH ISD,220905124,MAUDE I LOGAN EL,2015,asian,science,approaches,53
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2015,asian,science,meets,25
Teams,Teams 1,FORT WORTH ISD,220905129,JOHN T WHITE EL,2015,asian,science,approaches,56
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2015,asian,science,meets,24
Teams,Teams 1,FORT WORTH ISD,220905144,MITCHELL BOULEVARD EL,2015,asian,science,approaches,64
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2015,asian,science,meets,59
Teams,Teams 1,FORT WORTH ISD,220905148,CHARLES NASH EL,2015,asian,science,approaches,88
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2015,asian,science,meets,22
Teams,Teams 1,FORT WORTH ISD,220905160,MAUDRIE WALTON EL,2015,asian,science,approaches,64
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2015,asian,science,meets,36
Teams,Teams 1,FORT WORTH ISD,220905219,LOWERY ROAD,2015,asian,science,approaches,82
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2015,asian,science,meets,33
Teams,Teams 1,FORT WORTH ISD,220905225,BONNIE BRAE,2015,asian,science,approaches,84
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2016,asian,soc_stud,meets,39
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2016,asian,soc_stud,approaches,72
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2016,asian,science,meets,43
ALP,C3,UPLIFT EDUCATION,57803003,UPLIFT EDUCATION - UPLIFT GRAND PR,2016,asian,science,approaches,80
Alumni Network,NULL,UPLIFT EDUCATION,57803007,UPLIFT HAMPTON PREPARATORY H S,2016,asian,soc_stud,meets,17
Alumni Network,NULL,UPLIFT EDUCATION,57803007,UPLIFT HAMPTON PREPARATORY H S,2016,asian,soc_stud,approaches,80
Alumni Network,NULL,UPLIFT EDUCATION,57803007,UPLIFT HAMPTON PREPARATORY H S,2016,asian,science,meets,57
Alumni Network,NULL,UPLIFT EDUCATION,57803007,UPLIFT HAMPTON PREPARATORY H S,2016,asian,science,approaches,79
ALP,C3,UPLIFT EDUCATION,57803010,UPLIFT PEAK PREPARATORY H S,2016,asian,soc_stud,meets,23
ALP,C3,UPLIFT EDUCATION,57803010,UPLIFT PEAK PREPARATORY H S,2016,asian,soc_stud,approaches,72
ALP,C3,UPLIFT EDUCATION,57803010,UPLIFT PEAK PREPARATORY H S,2016,asian,science,meets,47
ALP,C3,UPLIFT EDUCATION,57803010,UPLIFT PEAK PREPARATORY H S,2016,asian,science,approaches,69
Alumni Network,NULL,UPLIFT EDUCATION,57803044,UPLIFT HAMPTON PREPARATORY MIDDLE,2016,asian,soc_stud,meets,29
Alumni Network,NULL,UPLIFT EDUCATION,57803044,UPLIFT HAMPTON PREPARATORY MIDDLE,2016,asian,soc_stud,approaches,73
Alumni Network,NULL,UPLIFT EDUCATION,57803044,UPLIFT HAMPTON PREPARATORY MIDDLE,2016,asian,science,meets,38
Alumni Network,NULL,UPLIFT EDUCATION,57803044,UPLIFT HAMPTON PREPARATORY MIDDLE,2016,asian,science,approaches,77
Alumni Network,NULL,UPLIFT EDUCATION,57803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,2016,asian,soc_stud,meets,50
Alumni Network,NULL,UPLIFT EDUCATION,57803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,2016,asian,soc_stud,approaches,85
Alumni Network,NULL,UPLIFT EDUCATION,57803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,2016,asian,science,meets,48
Alumni Network,NULL,UPLIFT EDUCATION,57803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,2016,asian,science,approaches,86
Alumni Network,NULL,UPLIFT EDUCATION,57803048,UPLIFT PEAK PREPARATORY MIDDLE,2016,asian,soc_stud,meets,41
Alumni Network,NULL,UPLIFT EDUCATION,57803048,UPLIFT PEAK PREPARATORY MIDDLE,2016,asian,soc_stud,approaches,80
Alumni Network,NULL,UPLIFT EDUCATION,57803048,UPLIFT PEAK PREPARATORY MIDDLE,2016,asian,science,meets,39
Alumni Network,NULL,UPLIFT EDUCATION,57803048,UPLIFT PEAK PREPARATORY MIDDLE,2016,asian,science,approaches,81
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2016,asian,soc_stud,meets,41
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2016,asian,soc_stud,approaches,75
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2016,asian,science,meets,47
ALP,C3,UPLIFT EDUCATION,57803102,UPLIFT EDUCATION - INFINITY PREPAR,2016,asian,science,approaches,75
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,asian,soc_stud,meets,30
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,asian,soc_stud,approaches,72
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,asian,science,meets,33
ALP,C3,UPLIFT EDUCATION,57803105,UPLIFT PINNACLE PREPARATORY PRI,2016,asian,science,approaches,70
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,asian,soc_stud,meets,51
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,asian,soc_stud,approaches,83
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,asian,science,meets,62
ALP,C3,UPLIFT EDUCATION,57803109,UPLIFT SUMMIT INTERNATIONAL PRI,2016,asian,science,approaches,88
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,asian,soc_stud,meets,47
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,asian,soc_stud,approaches,83
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,asian,science,meets,54
ALP,C3,UPLIFT EDUCATION,57803110,UPLIFT PEAK PREPARATORY PRI,2016,asian,science,approaches,82
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,asian,soc_stud,meets,32
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,asian,soc_stud,approaches,72
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,asian,science,meets,45
Alumni Network,NULL,DALLAS ISD,57905001,BRYAN ADAMS H S,2016,asian,science,approaches,65
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,asian,soc_stud,meets,36
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,asian,soc_stud,approaches,76
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,asian,science,meets,25
Alumni Network,NULL,DALLAS ISD,57905013,FRANKLIN D ROOSEVELT H S,2016,asian,science,approaches,43
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,asian,soc_stud,meets,47
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,asian,soc_stud,approaches,79
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,asian,science,meets,33
Teams,Teams 1,DALLAS ISD,57905014,W W SAMUELL H S,2016,asian,science,approaches,55
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,asian,soc_stud,meets,42
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,asian,soc_stud,approaches,79
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,asian,science,meets,24
Alumni Network,NULL,DALLAS ISD,57905017,H GRADY SPRUCE H S,2016,asian,science,approaches,50
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,asian,soc_stud,meets,20
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,asian,soc_stud,approaches,64
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,asian,science,meets,41
Teams,Teams 1,DALLAS ISD,57905021,W T WHITE H S,2016,asian,science,approaches,63
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,asian,soc_stud,meets,26
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,asian,soc_stud,approaches,60
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,asian,science,meets,33
Alumni Network,NULL,DALLAS ISD,57905028,EMMETT J CONRAD H S,2016,asian,science,approaches,47
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,asian,soc_stud,meets,20
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,asian,soc_stud,approaches,57
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,asian,science,meets,23
Teams,Teams 2,DALLAS ISD,57905044,EDWARD H CARY MIDDLE,2016,asian,science,approaches,59
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,asian,soc_stud,meets,29
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,asian,soc_stud,approaches,69
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,asian,science,meets,30
Alumni Network,NULL,DALLAS ISD,57905050,ROBERT T HILL MIDDLE,2016,asian,science,approaches,66
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,asian,soc_stud,meets,24
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,asian,soc_stud,approaches,57
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,asian,science,meets,26
Teams,Teams 2,DALLAS ISD,57905054,THOMAS C MARSH MIDDLE,2016,asian,science,approaches,60
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,asian,soc_stud,meets,26
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,asian,soc_stud,approaches,64
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,asian,science,meets,20
Teams,Teams 2,DALLAS ISD,57905055,THOMAS J RUSK MIDDLE,2016,asian,science,approaches,55
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,asian,soc_stud,meets,29
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,asian,soc_stud,approaches,64
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,asian,science,meets,24
Teams,Teams 2,DALLAS ISD,57905059,L V STOCKARD MIDDLE,2016,asian,science,approaches,65
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,asian,soc_stud,meets,20
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,asian,soc_stud,approaches,55
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,asian,science,meets,22
Teams,Teams 1,DALLAS ISD,57905062,BILLY EARL DADE MIDDLE,2016,asian,science,approaches,58
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,asian,soc_stud,meets,15
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,asian,soc_stud,approaches,49
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,asian,science,meets,17
Teams,Teams 1,DALLAS ISD,57905074,THOMAS A EDISON MIDDLE LEARNING CE,2016,asian,science,approaches,48
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,asian,soc_stud,meets,39
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,asian,soc_stud,approaches,80
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,asian,science,meets,39
Teams,Teams 2,DALLAS ISD,57905101,JOHN Q ADAMS EL,2016,asian,science,approaches,73
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,asian,soc_stud,meets,30
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,asian,soc_stud,approaches,72
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,asian,science,meets,30
Alumni Network,NULL,DALLAS ISD,57905108,BAYLES EL,2016,asian,science,approaches,61
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,asian,soc_stud,meets,51
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,asian,soc_stud,approaches,91
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,asian,science,meets,42
Alumni Network,NULL,DALLAS ISD,57905110,ANNIE WEBB BLANTON EL,2016,asian,science,approaches,71
Alumni Network,NULL,DALLAS ISD,57905116,DAVID G BURNET EL,2016,asian,soc_stud,meets,38
